"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"DLAGU7","POZO COSIO","LERMA SANTIAGO PACÍFICO","AGUASCALIENTES","COSÍO","VALLE DE AGUASCALIENTES","POZO","-102.28801","22.36685","2012-2024","204.92","Alta","533","Buena para riego","342.5","Excelente para riego","Potable - Dulce","1.748152","Alta","113.28","Potable - Moderadamente suave","5.589507961","Buena calidad","1.355375","Potable - Excelente","0.0321375","No apta como FAAP","<0.001301048","Potable - Excelente","0.00165","Potable - Excelente","0.000340826","Potable - Excelente","<0.00154","Potable - Excelente","0.001341667","Potable - Excelente","0.036446667","Potable - Excelente","ROJO","FLUO, AS, "
"DLAGU9","POZO EL SALITRILLO","LERMA SANTIAGO PACÍFICO","AGUASCALIENTES","RINCÓN DE ROMOS","VALLE DE AGUASCALIENTES","POZO","-102.29449","22.18435","2012-2024","328.09","Alta","691","Buena para riego","477.3","Excelente para riego","Potable - Dulce","1.0992","Potable - Óptima","194.4935","Potable - Dura","8.887955329","Buena calidad","1.195811","Potable - Excelente","0.015581667","Apta como FAAP","<0.00130104363636364","Potable - Excelente","0.003304545","Potable - Excelente","0.000210035","Potable - Excelente","<0.00154","Potable - Excelente","0.003958333","Potable - Excelente","0.025754167","Potable - Excelente","VERDE",""
"DLBAJ107","RANCHO EL TECOLOTE","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS","POZO","-110.2448","23.45138","2012-2024","284.26","Alta","1698.5","Permisible para riego","1050","Cultivos con manejo especial","Ligeramente salobres","0.231602","Baja","556.265","Muy dura e indeseable usos industrial y domestico","121.566626","Buena calidad","11.631059","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000177678","Potable - Excelente","<0.00154","Potable - Excelente","0.000418","Potable - Excelente","0.0352","Potable - Excelente","ROJO","NO3, DT, "
"DLBAJ108","POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6)","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS","POZO","-110.22067","23.46493","2012-2024","142.04","Media","569","Buena para riego","354","Excelente para riego","Potable - Dulce","0.3226","Baja","195.9654","Potable - Dura","54.91398251","Buena calidad","6.38202","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301048","Potable - Excelente","0.00176","Potable - Excelente","0.000198363","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.015491667","Potable - Excelente","VERDE",""
"DLBAJ110","POZO 26, SAN JUAN","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS","POZO","-110.21396","23.4746","2012-2024","137.3","Media","458.3","Buena para riego","287","Excelente para riego","Potable - Dulce","0.3443","Baja","166.3344","Potable - Dura","23.80307537","Buena calidad","3.9853735","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0019125","Potable - Excelente","0.000227567","Potable - Excelente","<0.00154","Potable - Excelente","0.000507","Potable - Excelente","0.03051","Potable - Excelente","VERDE",""
"DLBAJ111","VICTOR HUGO CESEÑA","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS","POZO","-109.907306","22.8905","2012-2024","369","Alta","2253.3","Dudosa para riego","1382.4","Cultivos con manejo especial","Ligeramente salobres","0.5607","Media","283","Potable - Dura","47.57817653","Buena calidad","24.6605","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0015375","Potable - Excelente","0.00026415","Potable - Excelente","<0.00154","Potable - Excelente","0.001151111","Potable - Excelente","0.040455556","Potable - Excelente","ROJO","NO3, CONDUC, "
"DLBAJ117","LAS PARRITAS","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","EL CARRIZAL","POZO","-110.088778","23.799861","2012-2024","356.6125","Alta","1114","Permisible para riego","724","Cultivos sensibles","Potable - Dulce","0.32865","Baja","455.555","Potable - Dura","196.5015067","Buena calidad","3.177","Potable - Excelente","<0.0015","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.002022222","Potable - Excelente","0.000199009","Potable - Excelente","<0.00154","Potable - Excelente","0.013657273","Potable - Excelente","0.102463636","Potable - Excelente","VERDE",""
"DLBAJ118","SAN ANTONIO","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-110.054722","23.824722","2012-2024","331.04","Alta","1578","Permisible para riego","1098.3","Cultivos con manejo especial","Ligeramente salobres","0.5106","Media","559.0607","Muy dura e indeseable usos industrial y domestico","3399.189116","Contaminada","2.34228","Potable - Excelente","0.3588","No apta como FAAP","<0.00130105333333333","Potable - Excelente","0.001366667","Potable - Excelente","0.000182209","Potable - Excelente","<0.00154","Potable - Excelente","0.168721","Sin efectos en la salud - Puede dar color al agua","2.16222","Sin efectos en la salud - Puede dar color al agua","ROJO","CF, AS, DT, MN, FE, "
"DLBAJ119","AGUA AMARGA Y SAN PEDRO MEXICO","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-109.907091","23.94632","2012-2024","142.805","Media","1325","Permisible para riego","756","Cultivos sensibles","Potable - Dulce","0.4907375","Media","267.39","Potable - Dura","14.33165247","Buena calidad","5.589456","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.004292222","Potable - Excelente","0.000213039","Potable - Excelente","<0.00154","Potable - Excelente","0.00048","Potable - Excelente","0.046226364","Potable - Excelente","VERDE",""
"DLBAJ122","EL TRIUNFO","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","EL CARRIZAL","POZO","-110.108253","23.807347","2012-2024","247.52","Alta","1442","Permisible para riego","896","Cultivos sensibles","Potable - Dulce","0.6351","Media","198.94","Potable - Dura","6.348016842","Buena calidad","0.3709065","Potable - Excelente","0.00241","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.001588889","Potable - Excelente","0.000208709","Potable - Excelente","<0.00154","Potable - Excelente","0.019312","Potable - Excelente","0.13461","Potable - Excelente","VERDE",""
"DLBAJ125","JUAN DOMINGUEZ COTA","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-109.95892","23.97374","2012-2024","109.415","Media","3128.3","Indeseable para riego","2299.552","Cultivos tolerantes","Salobres","0.317337","Baja","582.7086","Muy dura e indeseable usos industrial y domestico","9.074484454","Buena calidad","0.674831","Potable - Excelente","0.026835","No apta como FAAP","<0.00130106","Potable - Excelente","0.00363125","Potable - Excelente","0.000433111","Potable - Excelente","0.0218475","No apta como FAAP","0.005723","Potable - Excelente","0.30024","Sin efectos en la salud - Puede dar color al agua","ROJO","AS, PB, CONDUC, DT, SDT_ra, SDT_sal, FE, "
"DLBAJ127","TIRO SANTA CRUZ","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-110.0611","23.80554","2012-2024","249.4","Alta","1295","Permisible para riego","856","Cultivos sensibles","Potable - Dulce","0.395","Baja","491.6905","Potable - Dura","34.66964703","Buena calidad","0.09606","Potable - Excelente","0.103890909","No apta como FAAP","0.001767609","Potable - Excelente","<0.0012","Potable - Excelente","0.000182809","Potable - Excelente","<0.00154","Potable - Excelente","0.005159091","Potable - Excelente","0.0904","Potable - Excelente","ROJO","AS, "
"DLBAJ128","EL ROSARIO II","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","EL CARRIZAL","POZO","-110.11185","23.74221","2012-2024","384.08","Alta","1579","Permisible para riego","1008","Cultivos con manejo especial","Ligeramente salobres","0.342296","Baja","599.0705","Muy dura e indeseable usos industrial y domestico","182.1360857","Buena calidad","1.150731","Potable - Excelente","0.0064","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.001622222","Potable - Excelente","0.000227909","Potable - Excelente","0.005802222","Potable - Excelente","0.049420909","Potable - Excelente","0.318672727","Sin efectos en la salud - Puede dar color al agua","AMARILLO","DT, FE, "
"DLBAJ129","SP. A.P. 1, L. 9, COL. SIN.","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","COMONDÚ","SANTO DOMINGO","POZO","-111.72009","25.13549","2012-2024","209.2525","Alta","777","Permisible para riego","498.25335","Excelente para riego","Potable - Dulce","0.4215995","Media","191.337","Potable - Dura","5.250158148","Buena calidad","7.377877","Potable - Buena calidad","0.002483333","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.004811111","Potable - Excelente","0.000223109","Potable - Excelente","<0.00154","Potable - Excelente","0.000665","Potable - Excelente","0.133375","Potable - Excelente","VERDE",""
"DLBAJ130","L. 16-17 COL. LAGUNA","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","COMONDÚ","SANTO DOMINGO","POZO","-111.8038","25.2401","2012-2024","247.44","Alta","1299","Permisible para riego","823.12","Cultivos sensibles","Potable - Dulce","0.5906495","Media","185.945","Potable - Dura","35.78772997","Buena calidad","2.723395","Potable - Excelente","0.00182","Potable - Excelente","<0.00130106","Potable - Excelente","0.012625","Potable - Excelente","0.000261154","Potable - Excelente","<0.00154","Potable - Excelente","0.002193","Potable - Excelente","0.12263","Potable - Excelente","VERDE",""
"DLBAJ131","L. 20, EJ. STO. DOMINGO","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","COMONDÚ","SANTO DOMINGO","POZO","-111.92221","25.5047","2012-2024","256.8","Alta","8467","Indeseable para riego","7168","Indeseable para riego","Salobres","0.4681","Media","2624.651","Muy dura e indeseable usos industrial y domestico","567.4421287","Aceptable","6.6552","Potable - Buena calidad","0.003944444","Potable - Excelente","<0.00130106","Potable - Excelente","0.005975","Potable - Excelente","0.000243377","Potable - Excelente","<0.00154","Potable - Excelente","0.027603333","Potable - Excelente","0.3130125","Sin efectos en la salud - Puede dar color al agua","AMARILLO","CONDUC, DT, SDT_ra, SDT_sal, FE, "
"DLBAJ136","EL SARGENTO","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-109.9646667","23.96966","2012-2024","129.8","Media","525","Buena para riego","284","Excelente para riego","Potable - Dulce","0.4982","Media","57.6926","Potable - Suave","9.319552438","Buena calidad","0.688","Potable - Excelente","0.1118","No apta como FAAP","<0.00130105333333333","Potable - Excelente","0.006611111","Potable - Excelente","0.000165579","Potable - Excelente","<0.00154","Potable - Excelente","0.001222727","Potable - Excelente","0.0758","Potable - Excelente","ROJO","AS, "
"DLBAJ137","POZO 51 AP","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-109.946167","23.95075","2012-2024","96.8","Media","1153.5","Permisible para riego","846","Cultivos sensibles","Potable - Dulce","0.324964","Baja","330.7894","Potable - Dura","5.253296313","Buena calidad","6.923378","Potable - Buena calidad","0.009683333","Potable - Excelente","<0.001301","Potable - Excelente","0.006","Potable - Excelente","0.00100278","Potable - Excelente","<0.00154","Potable - Excelente","0.000723333","Potable - Excelente","0.0999","Potable - Excelente","VERDE",""
"DLBAJ137M1","POZO 51 AP","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LA PAZ","LOS PLANES","POZO","-109.939889","23.966833","2012-2024","99.8","Media","2103","Dudosa para riego","1540","Cultivos con manejo especial","Ligeramente salobres","0.2882","Baja","530.2356","Muy dura e indeseable usos industrial y domestico","<10","Buena calidad","11.725","No apta como FAAP","0.004633333","Potable - Excelente","<0.00130116","Potable - Excelente","0.003116667","Potable - Excelente","<0.000201296333333333","Potable - Excelente","<0.00154","Potable - Excelente","0.000706667","Potable - Excelente","0.069333333","Potable - Excelente","ROJO","NO3, CONDUC, DT, "
"DLBAJ148","RANCHO AGUA DULCE, GVO. GLEZ.","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LORETO","SAN JUAN B. LONDO","POZO","-111.4857","26.2279","2012-2024","252.16","Alta","1670","Permisible para riego","1062.2","Cultivos con manejo especial","Ligeramente salobres","0.2563","Baja","563.89","Muy dura e indeseable usos industrial y domestico","14.44156151","Buena calidad","8.6469","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.00130106857142857","Potable - Excelente","0.004571429","Potable - Excelente","0.000217386","Potable - Excelente","<0.00154","Potable - Excelente","0.001916667","Potable - Excelente","0.0809","Potable - Excelente","AMARILLO","DT, "
"DLBAJ149","POZO NO. 14","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LORETO","SAN JUAN B. LONDO","POZO","-111.50755","26.24466","2012-2024","236.275","Alta","1263","Permisible para riego","768.08","Cultivos sensibles","Potable - Dulce","0.45575","Media","291.2","Potable - Dura","13.17610862","Buena calidad","2.93798","Potable - Excelente","0.01885","Apta como FAAP","0.001575935","Potable - Excelente","0.0024125","Potable - Excelente","0.00037771","Potable - Excelente","<0.00154","Potable - Excelente","0.005025","Potable - Excelente","0.13639","Potable - Excelente","VERDE",""
"DLBAJ150","POZO 2A","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","LORETO","SAN JUAN B. LONDO","POZO","-111.54894","26.30176","2012-2024","206.665","Alta","1972.5","Permisible para riego","1250","Cultivos con manejo especial","Ligeramente salobres","0.41285","Media","396.02635","Potable - Dura","73.37293582","Buena calidad","6.0105","Potable - Buena calidad","0.00612","Potable - Excelente","<0.00130106","Potable - Excelente","0.00165","Potable - Excelente","0.000281788","Potable - Excelente","<0.00154","Potable - Excelente","0.005575","Potable - Excelente","0.105966667","Potable - Excelente","VERDE",""
"DLBAJ157","MULEGE 1","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","MULEGE","POZO","-112.00146","26.88679","2012-2024","184.22","Alta","1355","Permisible para riego","913.3","Cultivos sensibles","Potable - Dulce","0.31927","Baja","321.6064","Potable - Dura","5.392441582","Buena calidad","8.7383265","Potable - Buena calidad","0.00948","Potable - Excelente","<0.00130106","Potable - Excelente","0.0030875","Potable - Excelente","0.000230943","Potable - Excelente","<0.00154","Potable - Excelente","0.001253","Potable - Excelente","0.03381","Potable - Excelente","VERDE",""
"DLBAJ158","MULEGE 3","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","MULEGE","POZO","-112.05319","26.85661","2012-2024","201.54","Alta","1368","Permisible para riego","792","Cultivos sensibles","Potable - Dulce","0.2514","Baja","381.1744","Potable - Dura","18.67173737","Buena calidad","8.57883","Potable - Buena calidad","0.007122222","Potable - Excelente","<0.001301","Potable - Excelente","0.001471429","Potable - Excelente","0.000550775","Potable - Excelente","<0.00154","Potable - Excelente","0.005107778","Potable - Excelente","0.275866667","Potable - Excelente","VERDE",""
"DLBAJ161","CNA-SI-03 (EJ. ALFREDO V. BONFIL)","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","SAN IGNACIO","POZO","-112.762754","27.3359","2012-2024","360.95","Alta","1002.5","Permisible para riego","704.2","Cultivos sensibles","Potable - Dulce","0.31785","Baja","358.5375","Potable - Dura","19.42128548","Buena calidad","3.49843","Potable - Excelente","0.00181","Potable - Excelente","<0.00130106","Potable - Excelente","0.0013125","Potable - Excelente","0.00020101","Potable - Excelente","<0.00154","Potable - Excelente","0.014619","Potable - Excelente","0.308934","Sin efectos en la salud - Puede dar color al agua","AMARILLO","FE, "
"DLBAJ162","CNA - SI - 13 (EJ. SAN IGNACIO)","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","SAN IGNACIO","POZO","-112.8954","27.2818","2012-2024","421.2","Indeseable como FAAP","4000","Indeseable para riego","2611.2","Cultivos tolerantes","Salobres","0.786173","Potable - Óptima","771.792","Muy dura e indeseable usos industrial y domestico","7.66841262","Buena calidad","11.9415","No apta como FAAP","0.013334286","Apta como FAAP","<0.001301","Potable - Excelente","0.00114","Potable - Excelente","0.000237817","Potable - Excelente","<0.00154","Potable - Excelente","0.006011429","Potable - Excelente","0.037297143","Potable - Excelente","ROJO","NO3, ALC, CONDUC, DT, SDT_ra, SDT_sal, "
"DLBAJ182","BENITO JUAREZ 2","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","VIZCAINO","POZO","-113.7937","27.9193","2012-2024","118.265","Media","950","Permisible para riego","690.5","Cultivos sensibles","Potable - Dulce","0.3727","Baja","216.713","Potable - Dura","6.341376185","Buena calidad","2.2069","Potable - Excelente","0.001755556","Potable - Excelente","<0.001301","Potable - Excelente","0.005514286","Potable - Excelente","0.000225938","Potable - Excelente","<0.00154","Potable - Excelente","0.019168889","Potable - Excelente","0.284461111","Potable - Excelente","VERDE",""
"DLBAJ183","LAGUNEROS 2","PENÍNSULA DE BAJA CALIFORNIA","BAJA CALIFORNIA SUR","MULEGÉ","VIZCAINO","POZO","-113.67867","27.82175","2012-2024","140","Media","845","Permisible para riego","627","Cultivos sensibles","Potable - Dulce","0.3823","Baja","266.0324","Potable - Dura","<4,60361724669189","Buena calidad","1.431429","Potable - Excelente","0.002381818","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.032677778","Potable - Excelente","0.000249109","Potable - Excelente","<0.00154","Potable - Excelente","0.003903636","Potable - Excelente","0.136163636","Potable - Excelente","VERDE",""
